Training score,Validation score,Testing score,Task,Dataset,Network,Method,p,q,gamma
1.0224287181510705,0.3345456758250656,0.6542928077008016,blood_GO:0045638,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.1,0.1,1.0
0.39816574616286954,0.6374801252808084,2.92136002228156,blood_GO:0045639,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.1,0.1,1.0
0.5911979523274441,1.3606800950581877,2.014328871486488,blood_GO:0045765,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.1,0.1,1.0
0.5904388976827888,2.017918349263218,2.6643327933294483,blood_GO:0045766,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.1,0.1,1.0
0.6564656965048359,0.7161143072119324,1.3578093305687502,blood_GO:0070486,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.1,0.1,1.0
0.7471055747397587,0.5829377478690528,0.18212390200758094,blood_vessel_GO:0001525,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.1,0.1,1.0
0.44645618147541377,0.036670459291068984,1.3739786312991578,blood_vessel_GO:0045765,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.1,0.1,1.0
0.8894667518874093,0.6142146149409198,0.14790148322980395,brain_GO:0007420,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.1,0.1,1.0
0.5738591113490096,0.8064541465974457,0.691952360897057,heart_GO:0007507,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.1,0.1,1.0
0.9977279463682626,1.1368660736008258,1.5932821821889966,heart_GO:0008016,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.1,0.1,1.0
1.8580270235480805,0.32960660598739117,0.2597884837180683,kidney_GO:0001822,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.1,0.1,1.0
0.9214944410842487,0.29645982346075206,0.11719721773599334,muscle_GO:0003012,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.1,0.1,1.0
1.0972526950240962,0.5566301006302734,0.2797363960965473,muscle_GO:0006936,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.1,0.1,1.0
1.1227950208114574,1.5117990907041046,1.1316565446355906,muscle_GO:0006937,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.1,0.1,1.0
0.5007851346390105,0.3134464956561122,0.24407155090900665,muscle_GO:0016202,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.1,0.1,1.0
0.5007851346390105,0.3134464956561122,0.24407155090900665,muscle_GO:0048634,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.1,0.1,1.0
1.0655850843263268,0.8616694992949852,0.33428116608871633,muscle_GO:0051147,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.1,0.1,1.0
0.874129699058882,0.847094995668083,0.20437489775934783,muscle_GO:0090257,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.1,0.1,1.0
0.7827142291402892,0.5087423629802762,0.41342654792934297,blood_GO:0001525,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.1,100.0,1.0
0.7473011256108884,0.025859598933111363,0.7568312165223943,blood_GO:0001568,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.1,100.0,1.0
1.3273001855585567,0.18968937927650587,0.1353529764604033,blood_GO:0007596,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.1,100.0,1.0
1.1786484775491073,1.719568679670398,0.6841637006355407,blood_GO:0030098,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.1,100.0,1.0
0.7666020924431844,0.11540811939306908,0.7513046447095921,blood_GO:0030099,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.1,100.0,1.0
0.9318799904755409,-0.14431090959858034,3.026501956182014,blood_GO:0030168,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.1,100.0,1.0
